0.15,0.005
0.2,0.007
0.25,0.005
0.3,0.002
0.35,0
0.4,0.002
0.45,0.005
0.5,0.008
0.55,0.008
0.6,0.002
0.65,-0.001
0.7,0.015
0.75,0.067
0.8,0.15
0.85,0.264
0.9,0.448
0.95,0.602
1,0.773
1.05,0.9
1.1,1.029
1.15,1.128
1.2,1.289
1.25,1.366
1.3,1.531
1.35,1.603
1.4,1.678
1.45,1.721
1.5,1.773
1.55,1.819
1.6,1.872
1.65,1.947
1.7,2.022
1.75,2.073
1.8,2.11
1.85,2.172
1.9,2.213
1.95,2.241
2,2.27
2.05,2.291
2.1,2.31
2.15,2.339
2.2,2.367
2.25,2.38
2.3,2.386
2.35,2.388
2.4,2.383
2.45,2.382
2.5,2.386
2.55,2.386
2.6,2.377
2.65,2.37
2.7,2.368
2.75,2.371
2.8,2.374
2.85,2.374
2.9,2.371
2.95,2.368
3,2.369
3.05,2.373
3.1,2.375
3.15,2.373
3.2,2.369
3.25,2.365
3.3,2.363
3.35,2.361
3.4,2.361
3.45,2.363
3.5,2.369
3.55,2.377
3.6,2.385
3.65,2.39
3.7,2.393
3.75,2.394
3.8,2.394
3.85,2.394
3.9,2.394
3.95,2.393
4,2.394
4.05,2.397
4.1,2.4
4.15,2.403
4.2,2.407
4.25,2.411
4.3,2.413
4.35,2.41
4.4,2.406
4.45,2.407
4.5,2.414
4.55,2.421
4.6,2.401
4.65,2.32
4.7,2.185
4.75,2.091
4.8,1.877
4.85,1.705
4.9,1.525
4.95,1.359
5,1.166
5.05,1.024
5.1,0.909
5.15,0.768
5.2,0.652
5.25,0.534
5.3,0.433
5.35,0.33
5.4,0.263
5.45,0.203
5.5,0.158
5.55,0.11
5.6,0.079
5.65,0.055
5.7,0.035
5.75,0.02
5.8,0.009
5.85,0
5.9,-0.005
5.95,-0.007
6,-0.007
6.05,-0.006
6.1,-0.008
6.15,-0.011
6.2,-0.013
6.25,-0.013
6.3,-0.013
6.35,-0.013
6.4,-0.013
6.45,-0.013
6.5,-0.012
6.55,-0.01
6.6,-0.007
6.65,-0.006
6.7,-0.007
6.75,-0.009
6.8,-0.011
6.85,-0.013
6.9,-0.013
6.95,-0.011
7,-0.007
7.05,-0.003
7.1,0.002
7.15,0.007
7.2,0.01
7.25,0.01
7.3,0.008
