0.15,-0.013
0.2,-0.007
0.25,-0.002
0.3,0
0.35,0
0.4,0.002
0.45,0.005
0.5,0.006
0.55,0.002
0.6,-0.001
0.65,-0.004
0.7,-0.007
0.75,-0.007
0.8,-0.007
0.85,-0.013
0.9,-0.018
0.95,-0.02
1,-0.017
1.05,-0.014
1.1,-0.012
1.15,-0.01
1.2,-0.009
1.25,-0.007
1.3,-0.007
1.35,-0.007
1.4,-0.007
1.45,-0.01
1.5,-0.013
1.55,-0.014
1.6,-0.012
1.65,-0.01
1.7,-0.008
1.75,0.001
1.8,0.012
1.85,0.023
1.9,0.054
1.95,0.101
2,0.201
2.05,0.389
2.1,0.591
2.15,0.79
2.2,0.979
2.25,1.189
2.3,1.378
2.35,1.479
2.4,1.615
2.45,1.677
2.5,1.727
2.55,1.777
2.6,1.863
2.65,1.936
2.7,2.025
2.75,2.078
2.8,2.134
2.85,2.186
2.9,2.25
2.95,2.305
3,2.367
3.05,2.417
3.1,2.455
3.15,2.479
3.2,2.475
3.25,2.472
3.3,2.472
3.35,2.473
3.4,2.476
3.45,2.479
3.5,2.479
3.55,2.479
3.6,2.481
3.65,2.487
3.7,2.493
3.75,2.486
3.8,2.48
3.85,2.474
3.9,2.468
3.95,2.467
4,2.474
4.05,2.481
4.1,2.487
4.15,2.49
4.2,2.493
4.25,2.492
4.3,2.489
4.35,2.487
4.4,2.476
4.45,2.456
4.5,2.401
4.55,2.282
4.6,2.147
4.65,2.029
4.7,1.876
4.75,1.715
4.8,1.561
4.85,1.401
4.9,1.298
4.95,1.182
5,1.072
5.05,0.976
5.1,0.882
5.15,0.807
5.2,0.721
5.25,0.656
5.3,0.592
5.35,0.538
5.4,0.484
5.45,0.429
5.5,0.39
5.55,0.354
5.6,0.314
5.65,0.278
5.7,0.25
5.75,0.222
5.8,0.2
5.85,0.182
5.9,0.167
5.95,0.151
6,0.134
6.05,0.119
6.1,0.107
6.15,0.096
6.2,0.089
6.25,0.081
6.3,0.072
6.35,0.062
6.4,0.054
6.45,0.049
6.5,0.044
6.55,0.038
6.6,0.036
6.65,0.034
6.7,0.028
6.75,0.023
6.8,0.018
6.85,0.014
6.9,0.014
6.95,0.013
7,0.012
7.05,0.01
7.1,0.009
7.15,0.008
7.2,0.007
7.25,0.006
7.3,0.005
7.35,0.003
7.4,0.002
7.45,0.001
7.5,0
7.55,-0.001
7.6,-0.002
7.65,-0.003
7.7,-0.004
7.75,-0.005
7.8,-0.006
