0.2,0.057
0.25,0.058
0.3,0.067
0.35,0.076
0.4,0.081
0.45,0.083
0.5,0.083
0.55,0.08
0.6,0.077
0.65,0.073
0.7,0.07
0.75,0.068
0.8,0.069
0.85,0.073
0.9,0.08
0.95,0.082
1,0.069
1.05,0.048
1.1,0.063
1.15,0.159
1.2,0.295
1.25,0.482
1.3,0.613
1.35,0.882
1.4,1.175
1.45,1.385
1.5,1.641
1.55,1.856
1.6,2.065
1.65,2.215
1.7,2.358
1.75,2.466
1.8,2.511
1.85,2.515
1.9,2.511
1.95,2.51
2,2.512
2.05,2.513
2.1,2.513
2.15,2.513
2.2,2.513
2.25,2.514
2.3,2.514
2.35,2.509
2.4,2.503
2.45,2.499
2.5,2.499
2.55,2.5
2.6,2.499
2.65,2.496
2.7,2.49
2.75,2.48
2.8,2.471
2.85,2.47
2.9,2.482
2.95,2.477
3,2.399
3.05,2.247
3.1,2.085
3.15,1.675
3.2,1.478
3.25,1.029
3.3,0.689
3.35,0.502
3.4,-0.05
3.45,-0.451
3.5,-0.787
3.55,-0.993
3.6,-1.339
3.65,-1.578
3.7,-1.736
3.75,-1.914
3.8,-2.011
3.85,-2.082
3.9,-2.109
3.95,-2.066
4,-1.965
4.05,-1.839
4.1,-1.64
4.15,-1.393
4.2,-1.172
4.25,-0.829
4.3,-0.527
4.35,-0.191
4.4,0.173
4.45,0.628
4.5,0.897
4.55,1.117
4.6,1.326
4.65,1.547
4.7,1.721
4.75,1.809
4.8,1.856
4.85,1.849
4.9,1.765
4.95,1.631
5,1.522
5.05,1.24
5.1,1.03
5.15,0.729
5.2,0.497
5.25,0.151
5.3,-0.141
5.35,-0.439
5.4,-0.661
5.45,-0.901
5.5,-1.047
5.55,-1.285
5.6,-1.394
5.65,-1.514
5.7,-1.558
5.75,-1.558
5.8,-1.523
5.85,-1.454
5.9,-1.361
5.95,-1.231
6,-1.055
6.05,-0.879
6.1,-0.638
6.15,-0.409
6.2,-0.184
6.25,0.116
6.3,0.364
6.35,0.596
6.4,0.792
6.45,1.005
6.5,1.149
6.55,1.275
6.6,1.347
6.65,1.379
6.7,1.388
6.75,1.348
6.8,1.283
6.85,1.169
6.9,0.988
6.95,0.843
7,0.635
7.05,0.426
7.1,0.228
7.15,-0.004
7.2,-0.232
7.25,-0.409
7.3,-0.615
7.35,-0.76
7.4,-0.904
7.45,-1.038
7.5,-1.106
7.55,-1.146
7.6,-1.169
7.65,-1.156
7.7,-1.103
7.75,-1.027
7.8,-0.944
7.85,-0.814
7.9,-0.675
7.95,-0.528
8,-0.356
8.05,-0.17
8.1,0.016
8.15,0.229
8.2,0.395
8.25,0.566
8.3,0.68
8.35,0.844
8.4,0.911
8.45,0.994
8.5,1.037
8.55,1.026
8.6,0.994
8.65,0.985
8.7,0.907
8.75,0.753
8.8,0.687
8.85,0.557
8.9,0.403
8.95,0.251
9,0.084
9.05,-0.07
9.1,-0.249
9.15,-0.378
9.2,-0.519
9.25,-0.62
9.3,-0.757
9.35,-0.796
9.4,-0.848
9.45,-0.873
9.5,-0.883
9.55,-0.86
9.6,-0.805
9.65,-0.733
9.7,-0.634
9.75,-0.547
9.8,-0.442
9.85,-0.306
9.9,-0.174
9.95,-0.014
